Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Co-applicant_Income,Loan_Amount,Term,Credit_History,Property_Area,Status
LP11038,Male,Yes,0,Not Graduate,No,5181,0,153,360,0,Urban,N
LP11039,Female,Yes,1,Graduate,No,4167,3819,214,360,1,Semiurban,Y
LP11040,Male,No,2,Graduate,No,3553,4224,288,360,1,Rural,Y
LP11041,Male,Yes,3+,Not Graduate,No,5904,0,153,180,1,Semiurban,Y
LP11042,Female,No,0,Graduate,No,3816,3734,227,180,1,Semiurban,Y
LP11043,Male,Yes,1,Graduate,Yes,4725,2575,236,360,1,Rural,Y
LP11044,Male,Yes,2,Graduate,No,2651,2718,160,360,1,Urban,Y
LP11045,Male,No,0,Graduate,No,6742,4353,336,360,1,Urban,Y
LP11046,Female,No,1,Graduate,No,3992,3288,251,360,1,Rural,Y
LP11047,Female,Yes,0,Graduate,Yes,2787,1858,164,360,1,Rural,Y
LP11048,Male,Yes,0,Graduate,No,2216,3930,138,360,1,Urban,Y
LP11049,Female,Yes,0,Graduate,No,13528,0,415,360,1,Semiurban,Y
LP11050,Female,Yes,0,Not Graduate,No,4116,1886,200,360,1,Urban,Y
LP11051,Male,Yes,2,Graduate,No,4559,4460,350,180,1,Semiurban,Y
LP11052,Male,Yes,1,Not Graduate,No,5687,0,211,360,0,Urban,N
LP11053,Male,Yes,1,Graduate,Yes,3064,3042,206,360,1,Rural,N
LP11054,Male,Yes,1,Graduate,No,3958,2894,237,360,1,Semiurban,Y
LP11055,Male,Yes,0,Graduate,No,3649,4953,193,360,1,Semiurban,Y
LP11056,Male,No,0,Graduate,No,2701,0,64,360,1,Rural,Y
LP11057,Female,Yes,0,Graduate,No,2689,2574,174,360,1,Urban,Y
LP11058,Male,Yes,3+,Graduate,No,4264,0,97,360,1,Semiurban,Y
LP11059,Male,Yes,1,Graduate,No,5049,0,123,360,1,Semiurban,Y
LP11060,Male,Yes,0,Not Graduate,No,2980,1901,113,360,1,Urban,Y
LP11061,Male,Yes,0,Graduate,No,1671,4841,161,360,0,Rural,N
LP11062,Female,No,0,Graduate,No,5814,0,154,360,1,Urban,Y
LP11063,Male,Yes,3+,Graduate,No,4148,0,136,480,0,Semiurban,N
LP11064,Male,No,0,Not Graduate,No,4512,0,111,360,1,Rural,N
LP11065,Male,Yes,2,Not Graduate,No,7890,3677,461,360,1,Rural,Y
LP11066,Male,Yes,0,Graduate,No,2125,3056,124,480,1,Urban,Y
LP11067,Male,No,0,Graduate,Yes,1504,0,59,360,1,Rural,Y
LP11068,Male,Yes,1,Not Graduate,Yes,3765,0,105,360,1,Rural,N
LP11069,Male,Yes,0,Graduate,No,3019,0,67,360,1,Urban,Y
LP11070,Female,No,2,Graduate,No,3017,4994,306,360,1,Semiurban,N
LP11071,Male,No,0,Graduate,No,5583,3985,224,360,1,Urban,Y
LP11072,Female,Yes,0,Graduate,No,5246,1494,229,180,1,Rural,Y
LP11073,Male,No,2,Graduate,No,4458,3078,152,360,1,Urban,Y
LP11074,Male,Yes,0,Graduate,No,3066,0,67,360,1,Semiurban,Y
LP11075,Female,Yes,0,Graduate,Yes,3771,1149,138,360,1,Urban,N
LP11076,Male,Yes,2,Graduate,No,9565,0,274,180,1,Semiurban,Y
LP11077,Male,Yes,2,Graduate,No,4783,0,166,360,1,Semiurban,Y
LP11078,Male,Yes,3+,Not Graduate,Yes,7980,2153,279,180,1,Semiurban,Y
LP11079,Male,No,2,Graduate,Yes,2651,0,70,360,1,Rural,Y
LP11080,Male,No,0,Graduate,No,8115,3901,308,360,1,Semiurban,Y
LP11081,Male,Yes,0,Graduate,No,1088,1294,67,360,1,Urban,Y
LP11082,Male,No,3+,Graduate,No,20875,0,633,360,1,Rural,Y
LP11083,Female,No,2,Graduate,No,3994,0,87,360,1,Rural,Y
LP11084,Female,No,0,Graduate,No,8187,2261,365,360,1,Semiurban,Y
LP11085,Male,Yes,0,Graduate,No,2595,2639,126,360,0,Semiurban,N
LP11086,Male,Yes,0,Not Graduate,No,8310,4653,495,480,1,Urban,N
LP11087,Female,Yes,3+,Not Graduate,No,2188,0,69,360,1,Rural,Y
LP11088,Female,Yes,2,Graduate,No,1885,4548,207,360,1,Urban,Y
LP11089,Male,No,3+,Not Graduate,No,3936,1670,208,360,1,Semiurban,Y
LP11090,Male,Yes,0,Graduate,No,2376,3037,119,360,0,Urban,N
LP11091,Male,Yes,0,Not Graduate,No,3568,0,92,360,0,Rural,N
LP11092,Male,No,3+,Graduate,Yes,7058,0,264,360,1,Rural,Y
LP11093,Male,No,2,Graduate,No,2356,2218,124,360,1,Urban,Y
LP11094,Male,Yes,3+,Graduate,No,1388,0,50,360,1,Rural,Y
LP11095,Male,Yes,3+,Graduate,No,4178,1102,190,360,1,Rural,Y
LP11096,Male,No,0,Graduate,No,5316,0,205,360,1,Semiurban,Y
LP11097,Male,Yes,2,Graduate,No,8961,0,245,360,1,Urban,Y
LP11098,Male,Yes,0,Not Graduate,No,8585,2101,389,360,0,Rural,N
LP11099,Male,Yes,1,Graduate,No,4813,0,106,360,1,Semiurban,Y
LP11100,Male,No,2,Graduate,No,3000,3728,187,360,1,Rural,Y
LP11101,Female,Yes,0,Graduate,No,2733,0,81,480,1,Semiurban,N
LP11102,Male,No,3+,Not Graduate,No,6584,0,259,360,1,Semiurban,Y
LP11103,Male,No,0,Graduate,No,5841,3021,297,360,1,Rural,Y
LP11104,Female,Yes,0,Graduate,No,4168,0,118,180,1,Semiurban,Y
LP11105,Male,No,0,Graduate,No,2758,4114,193,360,1,Urban,Y
LP11106,Male,Yes,0,Graduate,No,2733,0,81,480,1,Urban,Y
LP11107,Female,No,2,Graduate,No,4248,0,87,180,1,Urban,Y
LP11108,Male,Yes,0,Graduate,No,4524,4789,313,180,1,Urban,Y
LP11109,Male,Yes,0,Not Graduate,No,3727,0,137,360,1,Rural,Y
LP11110,Male,Yes,2,Graduate,No,4369,4284,298,360,1,Urban,Y
LP11111,Male,Yes,2,Graduate,No,4590,2065,171,360,1,Rural,Y
LP11112,Male,Yes,0,Graduate,No,6022,0,208,360,1,Semiurban,N
LP11113,Male,Yes,2,Graduate,No,1353,4716,144,480,1,Urban,Y
LP11114,Female,No,2,Not Graduate,Yes,5514,0,180,360,1,Rural,Y
LP11115,Male,No,0,Graduate,No,3625,1830,196,360,0,Rural,N
LP11116,Male,No,0,Not Graduate,No,7640,4153,355,360,0,Urban,N
LP11117,Male,No,0,Graduate,Yes,3561,2446,239,360,1,Rural,Y
LP11118,Male,No,2,Graduate,Yes,4079,0,148,360,1,Semiurban,Y
LP11119,Female,Yes,0,Graduate,Yes,7548,3495,266,360,1,Rural,Y
LP11120,Male,Yes,1,Graduate,No,2042,0,48,240,1,Rural,Y
LP11121,Female,Yes,0,Graduate,No,8246,0,239,360,1,Rural,N
LP11122,Male,No,2,Not Graduate,No,4648,0,160,360,1,Semiurban,Y
LP11123,Male,No,1,Graduate,No,4526,0,135,360,1,Urban,Y
LP11124,Male,Yes,0,Not Graduate,No,3911,4226,208,240,1,Semiurban,N
LP11125,Male,No,0,Graduate,No,8199,4445,496,180,1,Semiurban,N
LP11126,Male,Yes,1,Graduate,No,4569,3313,179,360,1,Urban,Y
LP11127,Male,Yes,0,Graduate,No,3033,2599,174,360,1,Urban,Y
LP11128,Male,Yes,0,Graduate,No,6616,0,145,360,1,Semiurban,Y
LP11129,Male,Yes,1,Graduate,No,5058,0,147,360,1,Urban,Y
LP11130,Male,No,1,Graduate,No,3895,0,109,360,1,Semiurban,N
LP11131,Male,No,2,Graduate,No,3359,4879,180,360,1,Rural,N
LP11132,Male,Yes,0,Graduate,No,7968,4135,293,180,1,Semiurban,Y
LP11133,Male,Yes,0,Graduate,No,5091,1423,178,360,1,Semiurban,Y
LP11134,Female,Yes,0,Graduate,No,8518,0,191,360,1,Semiurban,Y
LP11135,Female,Yes,0,Graduate,No,10787,0,330,360,0,Rural,N
LP11136,Male,Yes,0,Graduate,Yes,2794,0,80,360,1,Rural,Y
LP11137,Male,Yes,2,Graduate,No,5244,0,156,480,1,Semiurban,Y
LP11138,Male,Yes,0,Not Graduate,No,7744,0,242,360,0,Rural,N
LP11139,Male,Yes,2,Graduate,No,3533,2563,240,360,1,Semiurban,Y
LP11140,Female,No,0,Graduate,No,6314,3574,274,360,1,Rural,Y
LP11141,Female,Yes,0,Graduate,No,9452,0,205,360,1,Urban,Y
LP11142,Female,Yes,2,Graduate,No,3277,0,130,240,1,Semiurban,Y
LP11143,Male,Yes,2,Graduate,Yes,2248,0,79,360,1,Urban,Y
LP11144,Male,Yes,0,Graduate,No,2853,3866,160,360,1,Semiurban,Y
LP11145,Male,Yes,1,Graduate,No,4862,3156,215,360,1,Rural,Y
LP11146,Male,Yes,3+,Graduate,No,2963,2371,141,180,1,Semiurban,N
LP11147,Male,Yes,0,Graduate,No,5971,0,227,360,0,Rural,N
LP11148,Male,No,0,Graduate,No,3927,2490,178,360,1,Urban,Y
LP11149,Male,No,2,Not Graduate,No,8771,0,305,360,1,Urban,Y
LP11150,Male,Yes,0,Not Graduate,Yes,3139,2251,123,360,1,Urban,Y
LP11151,Male,No,1,Graduate,No,3217,0,109,360,1,Semiurban,Y
LP11152,Male,No,1,Not Graduate,No,8067,4725,481,180,1,Rural,N
LP11153,Male,Yes,1,Not Graduate,Yes,5456,3211,295,360,1,Semiurban,Y
LP11154,Male,Yes,0,Graduate,Yes,3675,2067,138,180,1,Semiurban,Y
LP11155,Male,No,2,Graduate,No,3723,4144,260,180,1,Rural,Y
LP11156,Female,Yes,0,Graduate,No,4280,1580,122,360,1,Rural,Y
LP11157,Male,Yes,0,Graduate,No,7925,0,245,360,1,Rural,Y
LP11158,Male,No,0,Graduate,Yes,6906,2615,302,480,1,Semiurban,Y
LP11159,Male,Yes,0,Graduate,No,2576,0,82,360,1,Urban,Y
LP11160,Male,Yes,0,Not Graduate,Yes,6949,0,197,180,1,Semiurban,Y
LP11161,Male,Yes,1,Graduate,No,4328,2035,207,360,1,Rural,Y
LP11162,Male,Yes,2,Graduate,No,6446,0,177,360,1,Urban,Y
LP11163,Male,Yes,0,Graduate,No,2361,0,79,360,1,Urban,Y
LP11164,Male,Yes,0,Graduate,No,3283,1034,167,360,1,Semiurban,Y
LP11165,Female,Yes,2,Graduate,Yes,2717,3224,125,360,1,Semiurban,N
LP11166,Male,Yes,3+,Graduate,Yes,3356,0,131,360,1,Semiurban,Y
LP11167,Male,No,0,Graduate,Yes,4056,0,102,240,0,Urban,N
LP11168,Male,No,2,Graduate,No,2086,2013,98,360,1,Rural,Y
LP11169,Female,No,1,Graduate,No,8728,2043,322,180,1,Rural,Y
LP11170,Male,No,0,Graduate,Yes,3922,0,120,360,1,Rural,Y
LP11171,Male,No,0,Graduate,No,3549,2640,232,360,1,Rural,Y
LP11172,Male,No,0,Graduate,No,5284,0,156,360,1,Rural,Y
LP11173,Female,Yes,1,Graduate,No,3894,3565,297,360,1,Urban,Y
LP11174,Male,No,0,Graduate,No,6597,1898,290,360,0,Urban,N
LP11175,Male,Yes,1,Not Graduate,Yes,2971,4563,175,360,1,Rural,Y
LP11176,Male,Yes,3+,Graduate,No,4537,3264,299,180,1,Urban,Y
LP11177,Male,No,0,Graduate,No,16838,0,499,120,1,Rural,N
LP11178,Male,Yes,2,Not Graduate,No,4214,1267,207,360,1,Semiurban,Y
LP11179,Male,Yes,3+,Graduate,No,3560,2708,129,360,1,Semiurban,Y
LP11180,Male,Yes,0,Graduate,No,2398,0,89,360,1,Semiurban,Y
LP11181,Male,No,1,Graduate,No,2809,0,85,360,1,Rural,Y
LP11182,Male,No,2,Graduate,No,6535,0,214,360,1,Urban,Y
LP11183,Male,No,3+,Graduate,No,5963,0,143,360,1,Semiurban,Y
LP11184,Female,No,0,Graduate,No,4768,0,152,360,1,Semiurban,Y
LP11185,Male,No,2,Graduate,Yes,6957,0,161,360,1,Semiurban,Y
LP11186,Female,Yes,0,Not Graduate,No,3920,0,122,360,1,Semiurban,Y
LP11187,Male,Yes,2,Not Graduate,No,2556,0,80,120,1,Semiurban,Y
LP11188,Female,No,2,Graduate,No,4758,2920,261,360,1,Urban,Y
LP11189,Male,Yes,0,Graduate,No,2517,3629,153,360,0,Semiurban,N
LP11190,Female,No,1,Not Graduate,No,5940,0,211,360,1,Semiurban,Y
LP11191,Male,Yes,0,Not Graduate,No,2938,0,108,360,1,Semiurban,Y
LP11192,Male,No,3+,Graduate,No,5390,0,159,360,1,Urban,Y
LP11193,Male,Yes,3+,Graduate,No,3902,0,84,360,1,Semiurban,N
LP11194,Male,Yes,0,Graduate,No,3884,0,99,360,1,Semiurban,Y
LP11195,Male,Yes,1,Graduate,No,2863,0,104,360,1,Semiurban,Y
LP11196,Female,No,0,Graduate,Yes,4438,0,130,360,1,Semiurban,Y
LP11197,Male,No,2,Graduate,No,6720,1585,291,180,1,Rural,Y
LP11198,Male,Yes,0,Not Graduate,No,4150,0,162,360,1,Urban,Y
LP11199,Male,No,0,Graduate,No,3896,1130,194,360,1,Rural,Y
LP11200,Male,Yes,3+,Not Graduate,No,7444,1635,287,360,1,Semiurban,Y
LP11201,Male,No,0,Graduate,No,6315,0,239,360,1,Semiurban,Y
LP11202,Male,No,0,Graduate,No,6072,2696,303,360,0,Urban,N
LP11203,Male,No,0,Graduate,No,2248,0,60,360,1,Semiurban,N
LP11204,Male,No,2,Graduate,No,5556,0,183,360,1,Semiurban,Y
LP11205,Male,Yes,2,Graduate,No,4903,2722,253,360,1,Rural,Y
LP11206,Male,Yes,3+,Graduate,No,3059,3942,247,120,1,Semiurban,Y
LP11207,Male,Yes,0,Not Graduate,No,6810,4680,241,360,1,Urban,Y
LP11208,Male,Yes,2,Graduate,No,1917,1310,65,360,1,Urban,Y
LP11209,Female,No,0,Graduate,No,5439,0,148,240,1,Semiurban,Y
LP11210,Female,No,3+,Graduate,No,4327,0,101,360,1,Rural,Y
LP11211,Female,No,1,Graduate,No,7468,3831,391,360,1,Urban,Y
LP11212,Female,No,0,Graduate,Yes,1446,0,38,180,1,Urban,Y
LP11213,Male,Yes,1,Graduate,Yes,4602,0,121,480,0,Semiurban,N
LP11214,Male,Yes,1,Graduate,No,1947,0,63,360,1,Rural,Y
LP11215,Male,Yes,0,Not Graduate,No,8288,0,318,360,1,Urban,Y
LP11216,Male,Yes,0,Graduate,No,3220,3375,230,360,1,Urban,N
LP11217,Male,Yes,0,Graduate,Yes,8022,0,162,360,0,Semiurban,N
LP11218,Male,No,0,Graduate,Yes,2471,1285,80,360,1,Rural,Y
LP11219,Male,No,0,Not Graduate,No,3542,0,122,360,0,Rural,Y
LP11220,Male,Yes,2,Graduate,No,3851,0,141,120,1,Rural,Y
LP11221,Male,Yes,0,Graduate,No,4566,0,142,240,1,Semiurban,Y
LP11222,Male,No,0,Graduate,No,2074,1237,99,180,1,Urban,Y
LP11223,Male,Yes,0,Graduate,Yes,2624,0,86,180,1,Rural,Y
LP11224,Female,Yes,0,Not Graduate,No,10271,0,397,360,0,Semiurban,Y
LP11225,Female,No,0,Graduate,No,2029,2270,115,360,1,Semiurban,N
LP11226,Male,No,2,Graduate,Yes,9002,0,279,360,1,Urban,Y
LP11227,Female,No,0,Graduate,No,3599,4981,312,360,0,Rural,N
LP11228,Male,No,3+,Graduate,No,4113,4603,284,360,1,Rural,Y
LP11229,Male,Yes,3+,Not Graduate,Yes,2798,4418,220,180,1,Urban,Y
LP11230,Male,Yes,0,Not Graduate,No,7598,0,215,360,1,Semiurban,Y
LP11231,Male,Yes,0,Graduate,No,2197,2121,105,360,0,Semiurban,N
LP11232,Male,No,1,Graduate,Yes,3094,2212,210,360,1,Rural,Y
LP11233,Male,Yes,1,Graduate,No,9896,0,243,360,1,Semiurban,Y
LP11234,Male,No,0,Graduate,No,2161,0,66,180,1,Semiurban,Y
LP11235,Male,No,0,Graduate,No,3338,0,82,360,1,Rural,Y
LP11236,Male,Yes,0,Graduate,No,5550,1412,156,360,1,Urban,Y
LP11237,Male,Yes,0,Graduate,No,5876,0,133,360,1,Rural,Y
LP11238,Male,No,3+,Not Graduate,No,4452,1849,227,360,0,Rural,N
LP11239,Male,Yes,0,Graduate,No,4592,0,122,360,1,Rural,Y
LP11240,Male,Yes,0,Graduate,No,7112,0,200,480,1,Urban,Y
LP11241,Male,No,0,Graduate,Yes,8470,0,267,240,1,Urban,Y
LP11242,Male,No,0,Graduate,Yes,7934,2035,257,180,1,Urban,Y
LP11243,Male,Yes,2,Graduate,No,1768,0,58,360,1,Urban,Y
LP11244,Male,Yes,3+,Graduate,No,5471,0,202,360,1,Semiurban,Y
LP11245,Male,No,0,Not Graduate,Yes,5338,0,183,360,0,Urban,Y
LP11246,Male,No,0,Not Graduate,No,1909,0,38,360,1,Semiurban,Y
LP11247,Male,No,0,Graduate,No,4214,0,115,360,1,Semiurban,Y
LP11248,Male,No,0,Graduate,No,5519,0,196,180,1,Semiurban,Y
LP11249,Female,Yes,2,Graduate,Yes,3966,0,85,180,1,Urban,Y
LP11250,Male,Yes,0,Not Graduate,No,8202,0,181,360,1,Semiurban,Y
LP11251,Male,Yes,0,Graduate,No,4593,4871,270,360,1,Semiurban,Y
LP11252,Male,Yes,1,Not Graduate,No,3022,4323,156,360,0,Semiurban,N
LP11253,Male,Yes,0,Not Graduate,No,2770,0,97,360,1,Rural,Y
LP11254,Male,Yes,0,Graduate,No,8188,3317,392,360,1,Urban,Y
LP11255,Female,No,1,Graduate,No,4650,4187,191,240,1,Rural,Y
LP11256,Male,Yes,3+,Not Graduate,Yes,5403,0,186,360,1,Rural,N
LP11257,Male,No,0,Graduate,No,6302,3053,224,360,1,Rural,Y
LP11258,Male,No,3+,Graduate,No,4628,3961,199,360,1,Urban,Y
LP11259,Male,No,0,Graduate,No,4856,1436,143,360,1,Urban,Y
LP11260,Male,No,0,Graduate,No,1925,4429,196,360,1,Semiurban,Y
LP11261,Male,No,3+,Graduate,No,4759,2991,178,180,1,Semiurban,Y
LP11262,Male,Yes,0,Graduate,No,4954,0,148,360,1,Urban,Y
LP11263,Male,Yes,0,Graduate,No,3964,4381,198,180,1,Urban,Y
LP11264,Female,No,2,Graduate,No,5035,4949,288,360,1,Urban,Y
LP11265,Male,No,0,Graduate,No,4135,4039,166,360,1,Semiurban,Y
LP11266,Male,No,1,Graduate,No,9092,2220,268,180,1,Urban,Y
LP11267,Male,Yes,2,Graduate,No,4803,2850,179,360,1,Rural,Y
LP11268,Male,No,0,Graduate,No,2295,4230,177,360,0,Urban,N
LP11269,Male,Yes,0,Graduate,No,3648,0,110,360,1,Rural,Y
LP11270,Male,Yes,1,Not Graduate,No,4953,0,123,360,1,Semiurban,Y
LP11271,Male,Yes,1,Graduate,No,2329,4923,153,360,1,Rural,Y
LP11272,Female,Yes,0,Graduate,No,4644,0,169,360,1,Urban,Y
LP11273,Male,No,1,Graduate,No,5250,3937,363,360,0,Rural,N
LP11274,Male,No,0,Not Graduate,No,5569,2311,289,360,1,Urban,N
LP11275,Male,No,0,Graduate,No,6987,0,197,240,1,Urban,Y
LP11276,Male,Yes,2,Graduate,No,2913,2813,181,360,1,Semiurban,Y
LP11277,Female,No,0,Graduate,No,19432,0,679,360,1,Rural,Y
LP11278,Male,Yes,0,Graduate,Yes,2885,0,108,360,1,Semiurban,Y
LP11279,Male,Yes,0,Graduate,No,5610,1685,168,180,0,Semiurban,N
LP11280,Male,Yes,0,Not Graduate,No,10418,3099,385,360,1,Urban,Y
LP11281,Female,Yes,0,Graduate,No,4020,3570,224,480,1,Urban,Y
LP11282,Male,No,0,Not Graduate,No,4274,0,139,360,0,Semiurban,N
LP11283,Male,No,0,Graduate,No,4331,4543,333,360,1,Urban,Y
LP11284,Male,Yes,3+,Graduate,No,3404,0,74,180,1,Rural,Y
LP11285,Male,Yes,1,Graduate,No,3045,0,85,360,1,Semiurban,Y
LP11286,Female,Yes,1,Graduate,No,2830,1699,97,360,1,Semiurban,Y
LP11287,Female,No,1,Graduate,No,2960,0,73,360,1,Rural,Y
LP11288,Male,No,0,Graduate,No,8683,2188,221,360,1,Semiurban,Y
LP11289,Male,Yes,0,Not Graduate,No,7458,3193,252,360,0,Urban,N
LP11290,Male,No,1,Graduate,No,7338,2327,365,360,1,Semiurban,Y
LP11291,Male,No,0,Graduate,No,1760,0,53,360,1,Rural,Y
LP11292,Male,Yes,2,Graduate,Yes,2453,0,65,360,1,Rural,Y
LP11293,Male,Yes,3+,Graduate,No,8181,4306,352,360,1,Rural,Y
LP11294,Male,No,1,Graduate,No,6350,2780,209,360,0,Semiurban,N
LP11295,Male,Yes,0,Graduate,No,2420,1756,112,360,0,Rural,N
LP11296,Female,Yes,2,Not Graduate,No,2472,0,51,360,1,Semiurban,Y
LP11297,Male,No,0,Graduate,No,2548,2946,196,180,1,Rural,Y
LP11298,Male,Yes,2,Graduate,No,13785,3840,463,180,1,Urban,Y
LP11299,Male,No,0,Not Graduate,Yes,2828,4164,242,360,1,Semiurban,Y
LP11300,Male,No,2,Graduate,No,12382,0,274,360,1,Rural,Y
LP11301,Male,Yes,2,Graduate,No,7479,2022,350,360,1,Semiurban,Y
LP11302,Male,No,1,Graduate,No,6180,4756,307,360,0,Rural,N
LP11303,Male,Yes,3+,Graduate,No,3936,3345,215,240,1,Urban,Y
LP11304,Female,Yes,2,Graduate,No,3407,0,82,360,1,Semiurban,Y
LP11305,Male,Yes,1,Not Graduate,Yes,2685,1304,150,360,1,Semiurban,Y
LP11306,Female,Yes,0,Graduate,No,3665,0,80,180,1,Urban,Y
LP11307,Male,Yes,1,Graduate,No,2554,1923,156,360,1,Urban,Y
LP11308,Male,Yes,0,Graduate,No,4308,0,90,360,1,Semiurban,Y
LP11309,Male,Yes,0,Graduate,No,2874,0,102,240,1,Rural,Y
LP11310,Male,Yes,1,Graduate,No,9136,0,244,360,1,Urban,Y
LP11311,Male,Yes,2,Graduate,No,4118,4520,245,240,0,Semiurban,N
LP11312,Female,No,0,Graduate,No,4777,0,98,360,1,Urban,N
LP11313,Female,No,1,Graduate,Yes,2523,2016,148,360,0,Urban,N
LP11314,Male,Yes,0,Not Graduate,No,4712,0,110,360,1,Rural,N
LP11315,Male,Yes,0,Not Graduate,No,5797,0,227,360,1,Urban,Y
LP11316,Male,Yes,3+,Not Graduate,No,4611,0,172,360,1,Urban,Y
LP11317,Male,Yes,2,Graduate,Yes,4231,0,153,360,0,Urban,N
LP11318,Female,Yes,1,Graduate,No,6230,1215,171,360,1,Semiurban,Y
LP11319,Male,No,1,Graduate,No,3411,0,73,120,1,Urban,Y
LP11320,Male,No,2,Graduate,No,1465,0,33,360,1,Semiurban,Y
LP11321,Male,Yes,0,Graduate,No,4327,0,130,360,1,Urban,Y
LP11322,Male,Yes,0,Graduate,No,1757,0,41,180,1,Urban,Y
LP11323,Male,No,2,Graduate,No,8561,0,230,360,1,Urban,Y
LP11324,Female,Yes,3+,Graduate,Yes,4368,2489,252,120,1,Rural,Y
LP11325,Male,No,0,Not Graduate,No,4178,0,113,360,1,Semiurban,Y
LP11326,Female,Yes,0,Graduate,No,5374,4663,321,360,1,Urban,Y
LP11327,Female,Yes,3+,Graduate,No,9382,0,327,120,1,Rural,Y
LP11328,Male,Yes,0,Graduate,No,7873,0,171,480,1,Rural,Y
LP11329,Male,Yes,1,Graduate,No,4427,0,140,360,1,Semiurban,Y
LP11330,Female,No,1,Graduate,No,5347,1665,248,360,1,Urban,Y
LP11331,Male,No,0,Not Graduate,No,5915,0,181,360,1,Urban,N
LP11332,Female,Yes,0,Not Graduate,No,2489,0,56,120,1,Semiurban,Y
LP11333,Male,No,0,Graduate,Yes,2598,0,87,360,0,Urban,N
LP11334,Male,No,2,Not Graduate,No,5687,0,133,360,1,Semiurban,Y
LP11335,Male,Yes,0,Graduate,No,3806,4203,161,360,1,Semiurban,N
LP11336,Female,Yes,0,Graduate,No,5334,3878,277,360,1,Urban,Y
LP11337,Male,No,3+,Not Graduate,Yes,4685,0,154,360,0,Rural,N
LP11338,Male,Yes,1,Not Graduate,No,2986,0,109,360,1,Rural,Y
LP11339,Male,Yes,0,Not Graduate,No,2477,0,60,360,1,Semiurban,Y
LP11340,Female,Yes,0,Not Graduate,No,1495,4945,136,360,1,Semiurban,Y
LP11341,Male,Yes,2,Not Graduate,No,4172,4413,328,360,0,Urban,N
LP11342,Male,No,1,Not Graduate,No,6780,2033,302,360,1,Rural,Y
LP11343,Male,No,0,Graduate,No,4268,0,96,180,1,Rural,N
LP11344,Male,Yes,1,Graduate,No,3564,0,75,360,1,Rural,Y
LP11345,Male,Yes,1,Graduate,No,1909,0,58,360,1,Semiurban,Y
LP11346,Male,Yes,3+,Graduate,No,6779,0,174,360,1,Rural,Y
LP11347,Male,Yes,0,Not Graduate,No,2418,0,62,360,1,Rural,Y
LP11348,Female,No,3+,Graduate,No,5265,0,147,360,1,Urban,Y
LP11349,Male,Yes,1,Graduate,No,1712,4061,139,360,1,Semiurban,Y
LP11350,Male,Yes,0,Graduate,No,3736,3054,253,480,1,Rural,Y
LP11351,Male,Yes,0,Graduate,No,3795,0,115,360,1,Semiurban,Y
LP11352,Male,Yes,1,Graduate,No,3326,0,67,180,1,Urban,Y
LP11353,Male,No,0,Graduate,No,4442,0,121,360,1,Urban,Y
LP11354,Male,Yes,2,Graduate,No,2749,0,94,360,1,Rural,Y
LP11355,Male,No,0,Graduate,No,2408,3578,177,360,1,Rural,N
LP11356,Male,Yes,0,Not Graduate,No,2830,4545,186,120,1,Semiurban,Y
LP11357,Male,Yes,1,Graduate,Yes,5155,0,125,360,1,Urban,Y
LP11358,Male,Yes,0,Not Graduate,Yes,8783,0,221,360,1,Urban,Y
LP11359,Male,Yes,0,Graduate,No,5531,4441,257,360,1,Semiurban,Y
LP11360,Male,No,3+,Graduate,No,3427,2548,132,360,1,Semiurban,Y
LP11361,Male,No,0,Graduate,No,4073,2731,208,360,1,Semiurban,Y
LP11362,Male,Yes,2,Graduate,No,1195,2348,111,360,1,Rural,Y
LP11363,Male,No,0,Graduate,No,5054,1996,173,360,1,Urban,Y
LP11364,Male,No,0,Graduate,No,6699,1089,296,360,1,Urban,Y
LP11365,Female,Yes,1,Graduate,No,4657,4727,228,360,1,Rural,Y
LP11366,Male,Yes,3+,Graduate,No,2813,3674,222,360,1,Urban,Y
LP11367,Male,Yes,0,Not Graduate,No,4440,4018,252,360,1,Semiurban,Y
LP11368,Male,Yes,0,Graduate,No,6849,0,271,360,0,Rural,Y
LP11369,Male,No,1,Graduate,No,9741,1478,439,360,1,Urban,Y
LP11370,Male,Yes,1,Graduate,No,5344,1948,162,240,1,Rural,Y
LP11371,Male,Yes,1,Graduate,No,4059,0,149,360,1,Urban,Y
LP11372,Male,Yes,0,Graduate,Yes,4125,0,87,360,1,Semiurban,Y
LP11373,Male,Yes,0,Not Graduate,No,6770,0,250,360,1,Urban,Y
LP11374,Male,No,0,Not Graduate,No,8841,1766,317,360,1,Urban,Y
LP11375,Male,No,0,Graduate,No,6768,2384,324,360,0,Urban,N
LP11376,Male,Yes,2,Graduate,No,3490,0,134,360,0,Semiurban,N
LP11377,Male,Yes,3+,Not Graduate,Yes,4167,4327,322,360,1,Rural,Y
LP11378,Male,Yes,3+,Graduate,No,3862,2368,245,360,1,Semiurban,N
LP11379,Male,Yes,0,Not Graduate,No,3449,3184,228,120,1,Rural,N
LP11380,Male,Yes,0,Not Graduate,No,2820,0,76,360,1,Rural,Y
LP11381,Male,No,3+,Not Graduate,Yes,7294,3529,321,360,1,Urban,Y
LP11382,Male,No,0,Not Graduate,No,3084,0,102,360,1,Urban,N
LP11383,Male,Yes,0,Graduate,No,4267,0,93,360,1,Semiurban,Y
LP11384,Male,No,2,Graduate,No,2674,0,71,360,1,Rural,Y
